2026-06-15 10:39:30.304 [http-nio-8082-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-06-15 10:39:30.309 [http-nio-8082-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2026-06-15 10:39:30.749 [http-nio-8082-exec-2] INFO  com.itsm.ticketing.controller.AuthController - POST /api/v1/auth/login - User login attempt
2026-06-15 10:39:32.185 [http-nio-8082-exec-2] INFO  com.itsm.ticketing.security.SecurityAuditLogger - SECURITY_AUDIT: AUTH_SUCCESS | user=support@gmail.com | ip=192.168.18.55
2026-06-15 10:39:32.501 [http-nio-8082-exec-1] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user support@gmail.com (role: SUPPORT)
2026-06-15 10:39:33.482 [http-nio-8082-exec-4] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user support@gmail.com (role: SUPPORT)
2026-06-15 10:39:35.847 [http-nio-8082-exec-10] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user support@gmail.com (role: SUPPORT)
2026-06-15 10:39:38.664 [http-nio-8082-exec-9] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets/19 - Fetching ticket by ID
2026-06-15 10:39:38.902 [http-nio-8082-exec-5] INFO  c.i.ticketing.controller.TicketWorklogController - GET /api/v1/tickets/19/worklogs - Fetching worklogs
2026-06-15 10:39:38.909 [http-nio-8082-exec-8] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets/19/progress - Fetching progress logs
2026-06-15 10:39:38.915 [http-nio-8082-exec-3] INFO  c.i.t.controller.TicketAssignmentController - GET /api/v1/tickets/19/assignments - Fetching assignments
2026-06-15 10:39:38.915 [http-nio-8082-exec-6] INFO  com.itsm.ticketing.controller.ChatController - GET /api/v1/chat/19 - Fetching chat history
2026-06-15 10:39:38.916 [http-nio-8082-exec-2] INFO  c.itsm.ticketing.controller.AttachmentController - GET /api/v1/attachments/ticket/19 - Fetching attachments
2026-06-15 10:39:39.825 [http-nio-8082-exec-1] INFO  com.itsm.ticketing.controller.UserController - GET /api/v1/users/assignable - support@gmail.com (role: SUPPORT)
2026-06-15 10:39:46.985 [MessageBroker-4] INFO  o.s.web.socket.config.WebSocketMessageBrokerStats - WebSocketSession[2 current WS(2)-HttpStream(0)-HttpPoll(0), 2 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(2)-CONNECTED(2)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 32, active threads = 0, queued tasks = 0, completed tasks = 129], outboundChannel[pool size = 2, active threads = 0, queued tasks = 0, completed tasks = 2], sockJsScheduler[pool size = 9, active threads = 1, queued tasks = 3, completed tasks = 3]
2026-06-15 10:39:54.623 [http-nio-8082-exec-2] INFO  c.i.ticketing.controller.TicketWorklogController - PUT /api/v1/tickets/19/worklogs/5/stop - Stopping worklog
2026-06-15 10:39:54.623 [http-nio-8082-exec-2] INFO  com.itsm.ticketing.service.TicketWorklogService - Stopping worklog 5 on ticket 19
2026-06-15 10:39:54.642 [http-nio-8082-exec-2] INFO  com.itsm.ticketing.service.TicketWorklogService - Worklog 5 stopped. Duration: 323187s
2026-06-15 10:39:54.748 [http-nio-8082-exec-6] INFO  c.i.ticketing.controller.TicketWorklogController - GET /api/v1/tickets/19/worklogs - Fetching worklogs
2026-06-15 10:40:06.482 [http-nio-8082-exec-8] INFO  c.i.t.controller.TicketAssignmentController - POST /api/v1/tickets/19/assign - Assigning 1 support user(s) by support@gmail.com
2026-06-15 10:40:06.513 [http-nio-8082-exec-8] WARN  c.itsm.ticketing.service.TicketAssignmentService - User purbaya@gmail.com already assigned to ticket TKT-20260611-004, skipping
2026-06-15 10:40:06.588 [http-nio-8082-exec-3] INFO  c.i.t.controller.TicketAssignmentController - GET /api/v1/tickets/19/assignments - Fetching assignments
2026-06-15 10:40:06.688 [http-nio-8082-exec-5] INFO  c.i.ticketing.controller.TicketWorklogController - POST /api/v1/tickets/19/worklogs - User support@gmail.com starting worklog
2026-06-15 10:40:06.688 [http-nio-8082-exec-5] INFO  com.itsm.ticketing.service.TicketWorklogService - Starting worklog on ticket 19 by user support (18)
2026-06-15 10:40:06.746 [http-nio-8082-exec-5] INFO  com.itsm.ticketing.service.TicketWorklogService - Worklog 6 started for ticket 19 by user support
2026-06-15 10:40:06.803 [http-nio-8082-exec-1] INFO  c.i.ticketing.controller.TicketWorklogController - GET /api/v1/tickets/19/worklogs - Fetching worklogs
2026-06-15 10:40:11.839 [http-nio-8082-exec-4] INFO  c.i.ticketing.controller.TicketWorklogController - PUT /api/v1/tickets/19/worklogs/6/stop - Stopping worklog
2026-06-15 10:40:11.839 [http-nio-8082-exec-4] INFO  com.itsm.ticketing.service.TicketWorklogService - Stopping worklog 6 on ticket 19
2026-06-15 10:40:11.853 [http-nio-8082-exec-4] INFO  com.itsm.ticketing.service.TicketWorklogService - Worklog 6 stopped. Duration: 3s
2026-06-15 10:40:11.932 [http-nio-8082-exec-7] INFO  c.i.ticketing.controller.TicketWorklogController - GET /api/v1/tickets/19/worklogs - Fetching worklogs
2026-06-15 10:40:57.634 [http-nio-8082-exec-10] INFO  com.itsm.ticketing.controller.TicketController - PUT /api/v1/tickets/19/status - Updating status to CLOSED
2026-06-15 10:40:57.634 [http-nio-8082-exec-10] INFO  com.itsm.ticketing.service.TicketService - Updating ticket 19 status to CLOSED
2026-06-15 10:40:59.823 [http-nio-8082-exec-9] INFO  com.itsm.ticketing.controller.TicketController - PUT /api/v1/tickets/19/status - Updating status to CLOSED
2026-06-15 10:40:59.824 [http-nio-8082-exec-9] INFO  com.itsm.ticketing.service.TicketService - Updating ticket 19 status to CLOSED
2026-06-15 10:43:03.247 [http-nio-8082-exec-8] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user support@gmail.com (role: SUPPORT)
2026-06-15 10:43:08.785 [http-nio-8082-exec-6] INFO  com.itsm.ticketing.controller.AuthController - POST /api/v1/auth/login - User login attempt
2026-06-15 10:43:08.932 [http-nio-8082-exec-6] INFO  com.itsm.ticketing.security.SecurityAuditLogger - SECURITY_AUDIT: AUTH_SUCCESS | user=mewing@gmail.com | ip=192.168.18.55
2026-06-15 10:43:09.032 [http-nio-8082-exec-8] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user mewing@gmail.com (role: ADMIN)
2026-06-15 10:43:09.414 [http-nio-8082-exec-4] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user mewing@gmail.com (role: ADMIN)
2026-06-15 10:43:09.433 [http-nio-8082-exec-7] INFO  com.itsm.ticketing.controller.ClientController - GET /api/v1/clients - Fetching all clients
2026-06-15 10:43:09.483 [http-nio-8082-exec-10] INFO  com.itsm.ticketing.controller.UserController - GET /api/v1/users - Fetching all users
2026-06-15 10:43:10.563 [http-nio-8082-exec-2] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user mewing@gmail.com (role: ADMIN)
2026-06-15 10:43:11.049 [http-nio-8082-exec-5] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user mewing@gmail.com (role: ADMIN)
2026-06-15 10:43:11.406 [http-nio-8082-exec-8] INFO  com.itsm.ticketing.controller.ClientController - GET /api/v1/clients - Fetching all clients
2026-06-15 10:43:11.462 [http-nio-8082-exec-7] INFO  com.itsm.ticketing.controller.UserController - GET /api/v1/users - Fetching all users
2026-06-15 10:43:11.589 [http-nio-8082-exec-10] INFO  c.itsm.ticketing.controller.ClientQuotaController - GET /api/v1/client-quotas - Fetching all client quotas
2026-06-15 10:43:19.224 [http-nio-8082-exec-2] INFO  com.itsm.ticketing.controller.AuthController - POST /api/v1/auth/login - User login attempt
2026-06-15 10:43:19.392 [http-nio-8082-exec-2] INFO  com.itsm.ticketing.security.SecurityAuditLogger - SECURITY_AUDIT: AUTH_SUCCESS | user=mewing@gmail.com | ip=192.168.18.55
2026-06-15 10:43:19.492 [http-nio-8082-exec-6] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user mewing@gmail.com (role: ADMIN)
2026-06-15 10:43:19.842 [http-nio-8082-exec-7] INFO  com.itsm.ticketing.controller.ClientController - GET /api/v1/clients - Fetching all clients
2026-06-15 10:43:19.842 [http-nio-8082-exec-8] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user mewing@gmail.com (role: ADMIN)
2026-06-15 10:43:19.897 [http-nio-8082-exec-10] INFO  com.itsm.ticketing.controller.UserController - GET /api/v1/users - Fetching all users
2026-06-15 10:43:25.738 [http-nio-8082-exec-3] INFO  com.itsm.ticketing.controller.AuthController - POST /api/v1/auth/login - User login attempt
2026-06-15 10:43:26.256 [http-nio-8082-exec-3] INFO  com.itsm.ticketing.security.SecurityAuditLogger - SECURITY_AUDIT: AUTH_SUCCESS | user=support@gmail.com | ip=192.168.18.55
2026-06-15 10:43:26.368 [http-nio-8082-exec-1] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user support@gmail.com (role: SUPPORT)
2026-06-15 10:43:26.613 [http-nio-8082-exec-10] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user support@gmail.com (role: SUPPORT)
2026-06-15 10:43:37.053 [http-nio-8082-exec-2] INFO  com.itsm.ticketing.controller.AuthController - POST /api/v1/auth/login - User login attempt
2026-06-15 10:43:37.508 [http-nio-8082-exec-2] WARN  com.itsm.ticketing.security.SecurityAuditLogger - SECURITY_AUDIT: AUTH_FAILURE | user=rusdi@gmail.com | ip=192.168.18.55 | reason=Invalid credentials
2026-06-15 10:43:40.354 [http-nio-8082-exec-3] INFO  com.itsm.ticketing.controller.AuthController - POST /api/v1/auth/login - User login attempt
2026-06-15 10:43:40.491 [http-nio-8082-exec-3] INFO  com.itsm.ticketing.security.SecurityAuditLogger - SECURITY_AUDIT: AUTH_SUCCESS | user=rusdi@adm.com | ip=192.168.18.55
2026-06-15 10:43:40.574 [http-nio-8082-exec-5] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user rusdi@adm.com (role: USER)
2026-06-15 10:43:40.720 [http-nio-8082-exec-10] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user rusdi@adm.com (role: USER)
2026-06-15 10:45:36.753 [http-nio-8082-exec-4] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user rusdi@adm.com (role: USER)
2026-06-15 10:46:23.869 [http-nio-8082-exec-2] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user rusdi@adm.com (role: USER)
2026-06-15 10:46:23.977 [http-nio-8082-exec-1] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user rusdi@adm.com (role: USER)
2026-06-15 10:46:26.782 [http-nio-8082-exec-10] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets/19 - Fetching ticket by ID
2026-06-15 10:46:26.869 [http-nio-8082-exec-9] INFO  c.i.t.controller.TicketAssignmentController - GET /api/v1/tickets/19/assignments - Fetching assignments
2026-06-15 10:46:26.870 [http-nio-8082-exec-8] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets/19/progress - Fetching progress logs
2026-06-15 10:46:26.871 [http-nio-8082-exec-6] INFO  c.i.ticketing.controller.TicketWorklogController - GET /api/v1/tickets/19/worklogs - Fetching worklogs
2026-06-15 10:46:26.866 [http-nio-8082-exec-4] INFO  c.itsm.ticketing.controller.AttachmentController - GET /api/v1/attachments/ticket/19 - Fetching attachments
2026-06-15 10:46:26.874 [http-nio-8082-exec-3] INFO  com.itsm.ticketing.controller.ChatController - GET /api/v1/chat/19 - Fetching chat history
2026-06-15 10:46:26.969 [http-nio-8082-exec-7] ERROR c.i.ticketing.security.JwtAuthenticationEntryPoint - Unauthorized error: Full authentication is required to access this resource
2026-06-15 10:46:35.587 [http-nio-8082-exec-5] INFO  com.itsm.ticketing.controller.AuthController - POST /api/v1/auth/login - User login attempt
2026-06-15 10:46:35.986 [http-nio-8082-exec-5] WARN  com.itsm.ticketing.security.SecurityAuditLogger - SECURITY_AUDIT: AUTH_FAILURE | user=rusdi@gmail.com | ip=192.168.18.55 | reason=Invalid credentials
2026-06-15 10:46:38.436 [http-nio-8082-exec-10] INFO  com.itsm.ticketing.controller.AuthController - POST /api/v1/auth/login - User login attempt
2026-06-15 10:46:38.867 [http-nio-8082-exec-10] INFO  com.itsm.ticketing.security.SecurityAuditLogger - SECURITY_AUDIT: AUTH_SUCCESS | user=support@gmail.com | ip=192.168.18.55
2026-06-15 10:46:38.933 [http-nio-8082-exec-4] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user support@gmail.com (role: SUPPORT)
2026-06-15 10:46:39.152 [http-nio-8082-exec-9] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets - Fetching tickets for user support@gmail.com (role: SUPPORT)
2026-06-15 10:46:41.623 [http-nio-8082-exec-2] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets/10 - Fetching ticket by ID
2026-06-15 10:46:41.706 [http-nio-8082-exec-5] INFO  c.itsm.ticketing.controller.AttachmentController - GET /api/v1/attachments/ticket/10 - Fetching attachments
2026-06-15 10:46:41.706 [http-nio-8082-exec-1] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets/10/progress - Fetching progress logs
2026-06-15 10:46:41.716 [http-nio-8082-exec-3] INFO  com.itsm.ticketing.controller.ChatController - GET /api/v1/chat/10 - Fetching chat history
2026-06-15 10:46:41.716 [http-nio-8082-exec-10] INFO  c.i.t.controller.TicketAssignmentController - GET /api/v1/tickets/10/assignments - Fetching assignments
2026-06-15 10:46:41.748 [http-nio-8082-exec-8] INFO  c.i.ticketing.controller.TicketWorklogController - GET /api/v1/tickets/10/worklogs - Fetching worklogs
2026-06-15 10:46:41.821 [http-nio-8082-exec-6] INFO  com.itsm.ticketing.controller.UserController - GET /api/v1/users/assignable - support@gmail.com (role: SUPPORT)
2026-06-15 10:46:54.165 [http-nio-8082-exec-5] INFO  com.itsm.ticketing.controller.TicketController - PUT /api/v1/tickets/10/status - Updating status to CLOSED
2026-06-15 10:46:54.165 [http-nio-8082-exec-5] INFO  com.itsm.ticketing.service.TicketService - Updating ticket 10 status to CLOSED
2026-06-15 10:46:54.179 [http-nio-8082-exec-5] INFO  com.itsm.ticketing.service.TicketService - Ticket TKT-20260602-001 status updated: RESOLVED -> CLOSED by user support
2026-06-15 10:46:54.261 [http-nio-8082-exec-1] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets/10 - Fetching ticket by ID
2026-06-15 10:46:54.323 [http-nio-8082-exec-10] INFO  com.itsm.ticketing.controller.TicketController - GET /api/v1/tickets/10/progress - Fetching progress logs
